,user_id,movie_id,rating,timestamp
121,894,2821,3,1541233076
122,140,3205,4,1648647797
123,930,3947,2,1532804863
124,450,3290,3,1651704942
125,95,2510,5,1606935497
126,708,2486,4,1558987334
127,92,3447,1,1638045962
128,501,1045,5,1525235265
129,889,1289,5,1546711285
130,286,285,1,1539855649
131,776,3790,3,1668810029
132,771,2224,1,1616990975
133,736,4704,1,1686442334
134,748,886,1,1636470390
135,343,2620,2,1656207991
136,477,3109,2,1630560574
137,576,2418,4,1697245146
138,851,3015,4,1655459636
139,970,4471,2,1633115724
140,176,4046,1,1551628527
141,261,176,3,1535614360
142,464,169,5,1531527525
143,401,1394,5,1508945462
144,503,2285,1,1592606019
145,60,4698,4,1559487113
146,464,139,3,1649601391
147,922,4579,4,1603866568
148,472,2377,4,1672441531
149,758,3403,5,1516188699
150,804,1165,2,1664372228
151,494,3160,4,1658754313
152,970,996,2,1659498027
153,535,414,5,1542637161
154,594,3402,1,1691970439
155,585,4226,4,1605798816
156,967,4761,1,1601619689
157,668,1542,3,1653667301
158,772,4249,1,1533011986
159,230,3234,3,1566188352
160,508,3011,2,1588641944
161,915,1366,5,1649756836
162,517,2553,2,1607619318
163,940,2277,2,1689035402
164,776,4461,2,1526059546
165,311,2086,1,1538240067
166,87,2249,5,1599994405
167,535,4494,1,1649041932
168,494,3800,3,1585541461
169,495,3343,1,1658422801
170,146,2680,5,1511660615
171,191,660,2,1529849251
172,337,1654,1,1604852292
173,109,4823,3,1560065025
174,960,4159,1,1519359586
175,158,219,3,1684820521
176,374,3897,3,1512202375
177,639,3476,4,1637624634
178,104,2587,2,1548408568
179,836,1765,1,1512685010
180,543,4384,2,1694008036
181,632,343,5,1616097603
182,114,222,1,1529339611
183,979,2529,3,1540803453
184,409,3938,5,1503914981
185,273,4178,4,1671683938
186,195,3550,5,1582482924
187,834,3737,1,1620346953
188,606,1736,3,1593519995
189,952,3345,4,1666269641
190,142,4177,3,1582871984
191,276,2682,2,1649800708
192,65,1175,2,1570686897
193,768,2808,5,1515663313
194,700,2295,5,1538252986
195,823,4917,4,1535770794
196,923,1394,5,1501847227
197,455,4619,4,1699286201
198,714,4057,4,1666993098
199,681,4631,1,1507328742
200,61,4363,3,1679532930
201,183,1367,5,1552168997
202,832,1606,1,1580754097
203,122,1971,3,1526963088
204,22,1057,1,1613957930
205,538,1364,4,1513295458
206,573,1607,3,1624859817
207,306,1237,1,1672074264
208,281,4710,4,1527217845
209,233,149,4,1573767408
210,410,1268,3,1570858849
211,44,660,1,1696505763
212,663,4327,2,1695400968
213,656,1875,4,1596591683
214,743,4061,5,1524700299
215,113,3946,5,1686547056
216,759,9,5,1532877370
217,218,800,4,1569677258
218,894,3609,2,1546208338
219,374,4654,2,1552340143
220,806,2886,4,1650158909
221,200,322,1,1505376379
222,33,3118,3,1578274172
223,159,173,3,1675754007
224,277,2051,4,1678767911
225,900,2508,5,1698759061
226,127,4122,5,1638068774
227,793,3886,1,1535553918
228,783,2700,3,1537201065
229,196,31,5,1598396963
230,304,1810,1,1515704674
231,45,4721,5,1662750247
232,630,874,3,1608193018
233,706,932,3,1539228255
234,649,438,3,1684075903
235,613,809,5,1601510901
236,507,3028,4,1692696136
237,923,123,4,1604574920
238,393,1836,3,1575190266
239,723,4431,1,1645726173
240,939,3626,1,1588060683
241,331,4575,4,1586208799
242,254,2733,3,1542520674
243,793,2155,4,1630113735
244,388,347,5,1557090147
245,641,2186,4,1611965390
246,917,3059,4,1551411203
247,531,3462,3,1663880933
248,257,2960,4,1661620166
249,250,567,3,1531562455
250,735,4298,1,1688179853
251,766,4542,4,1660211314
252,305,3236,5,1503855178
253,206,51,1,1633942781
254,745,1141,5,1506274346
255,667,4085,1,1515935818
256,236,2398,4,1696785605
257,463,893,2,1643749735
258,302,4157,1,1604835171
259,394,1516,3,1583934201
260,778,1410,3,1562756972
261,351,3360,3,1659379947
262,109,4126,4,1619116039
263,8,1370,1,1676609116
264,383,1063,1,1620053654
265,929,4622,2,1614082507
266,155,2946,5,1663285687
267,971,3574,5,1598789878
268,899,4219,3,1535096482
269,945,3138,3,1677055191
270,728,2307,3,1587288211
271,807,3864,4,1606144765
272,951,3385,4,1522171680
273,869,586,5,1554354970
274,580,368,3,1694673361
275,6,2738,2,1556101520
276,348,1517,2,1624093244
277,606,2938,5,1520435387
278,75,2132,2,1573232200
279,671,4755,5,1586697522
280,794,2803,2,1623700059
281,198,4831,4,1688538032
282,457,3138,3,1505205608
283,737,4262,3,1554000815
284,633,4800,4,1528614490
285,997,2720,1,1658080482
286,657,4370,2,1558709148
287,94,3642,2,1615774512
288,780,4836,4,1578626857
289,867,1753,3,1639752080
290,878,3406,1,1678186573
291,668,4509,3,1536561317
292,184,2012,1,1527695795
293,708,4424,4,1550709643
294,599,2491,1,1560570350
295,538,2853,4,1599201414
296,350,541,2,1667632748
297,653,2606,1,1544970195
298,214,1079,4,1677805658
299,335,1705,5,1548481209
300,461,828,2,1698125273
301,449,2058,4,1618623453
302,783,4193,4,1617151754
303,61,3296,3,1501449610
304,942,4110,1,1592493298
305,828,4091,4,1599093604
306,190,4276,5,1513266079
307,185,693,2,1618479647
308,23,2405,3,1548924944
309,438,2487,5,1502885961
310,808,571,4,1660598091
311,981,1022,3,1676129578
312,128,4922,4,1581241767
313,452,3269,5,1647158704
314,321,3211,5,1659083447
315,127,368,2,1509968136
316,342,2791,4,1663271940
317,169,2823,4,1562865119
318,718,3370,4,1645769972
319,314,823,4,1535276783
320,134,3967,1,1606531379
321,105,3440,2,1647833869
322,922,59,2,1648125276
323,275,4339,4,1545908589
324,529,1476,3,1598593316
325,196,1729,1,1543360420
326,943,2410,5,1594913684
327,558,3358,2,1699246366
328,164,2430,4,1501353944
329,854,1207,4,1512616794
330,743,1732,4,1604680445
331,413,2720,3,1584727438
332,868,460,4,1678161611
333,805,4071,3,1604222766
334,970,1184,5,1649609808
335,477,1442,1,1523127757
336,853,2856,5,1580883864
337,205,3793,1,1632172799
338,667,3659,3,1524341406
339,842,4899,1,1608026623
340,912,45,4,1692907742
341,446,648,5,1551692234
342,508,2280,1,1580850940
343,337,1658,5,1671727212
344,714,1228,2,1508337848
345,250,4496,5,1677507565
346,272,801,2,1614376187
347,738,4361,4,1692117435
348,394,1036,4,1670940395
349,279,4784,3,1541757811
350,438,691,4,1570118104
351,201,3750,2,1610494857
352,125,2460,3,1666110751
353,924,2873,3,1620230813
354,46,3397,2,1561054657
355,972,3640,3,1678117882
356,616,1511,1,1577909687
357,933,2962,5,1552004999
358,306,1382,4,1582605671
359,403,791,3,1556663495
360,592,4011,1,1643510396
361,290,791,3,1570732009
362,636,3742,3,1537028982
363,42,4845,4,1576320336
364,979,4202,3,1520268036
365,22,72,5,1662459876
366,54,803,4,1635440339
367,944,2567,1,1637643735
368,100,1089,5,1656234268
369,875,4998,2,1556968856
370,891,2262,4,1625321986
371,524,2703,2,1695922702
372,187,2040,3,1572561292
373,10,4687,5,1530365556
374,301,256,1,1555908489
375,302,3503,4,1502409647
376,9,1199,5,1655208848
377,78,1729,1,1636100160
378,441,2184,5,1535928855
379,703,722,5,1553421096
380,488,1822,5,1526658518
381,362,1638,1,1648524372
382,50,3374,2,1552127069
383,2,2257,4,1522227384
384,986,4734,4,1624341291
385,426,987,4,1695038029
386,547,501,4,1525796616
387,916,2799,4,1611345818
388,401,818,4,1613373261
389,190,2124,3,1652177359
390,31,1196,5,1606107971
391,52,746,5,1544437159
392,130,553,3,1598158767
393,938,1121,2,1541030454
394,495,1533,4,1510672196
395,236,4936,4,1603966165
396,825,1536,3,1634411241
397,575,1839,4,1550141593
398,361,3957,3,1637873899
399,672,929,4,1696192624
400,25,3047,5,1663842762
401,968,3378,2,1534361130
402,823,163,3,1650430240
403,895,4497,1,1558445648
404,380,1947,5,1627470507
405,744,95,5,1699378549
406,685,2736,5,1681789236
407,225,4967,3,1556638141
408,165,3670,3,1696768389
409,62,4102,1,1525027623
410,572,960,3,1645567476
411,399,2136,3,1691595312
412,64,3782,5,1581075678
413,590,3510,4,1542256364
414,737,3969,1,1692465835
415,847,1065,3,1608376765
416,667,1887,3,1692730173
417,475,832,1,1501689639
418,287,1977,5,1610657971
419,325,3110,2,1631131258
420,312,4193,1,1523605341
421,399,1585,2,1638573714
422,854,472,1,1611151989
423,992,4518,1,1668493730
424,409,547,1,1697209230
425,631,591,5,1520745527
426,219,690,2,1635147517
427,109,2748,3,1631738530
428,234,4189,2,1574119147
429,994,4263,5,1631094548
430,297,360,3,1553806100
431,304,3712,2,1616467326
432,286,2697,3,1588493442
433,802,486,1,1681365083
434,392,4009,2,1649345906
435,698,1341,3,1582311054
436,322,4060,4,1523546555
437,319,244,5,1576853268
438,922,2915,2,1685989941
439,886,679,3,1501808134
440,31,3153,4,1545917545
441,281,4757,2,1517485833
442,517,2404,3,1624466488
443,122,3730,2,1692839687
444,140,1034,2,1569224904
445,151,2233,1,1541261702
446,808,2062,4,1683790586
447,32,1585,3,1570134400
448,992,2686,5,1661262857
449,600,3776,3,1640153368
450,876,464,1,1501822122
451,823,575,2,1690268131
452,492,3207,2,1537250614
453,775,646,1,1694870294
454,8,3797,3,1658456732
455,129,4955,5,1553372883
456,212,2149,5,1578304921
457,398,845,4,1667932094
458,326,1263,2,1503703685
459,409,4460,4,1583586765
460,408,261,2,1586482731
461,841,2138,2,1560878484
462,378,4259,1,1693640424
463,932,3429,3,1672886150
464,639,3566,2,1618488658
465,438,1513,1,1643747526
466,537,972,3,1670673101
467,162,3122,1,1564662965
468,277,2889,4,1587552856
469,536,1484,5,1661733327
470,154,1797,2,1575927641
471,417,405,3,1657583707
472,4,441,1,1500234599
473,567,4188,3,1531010153
474,808,3118,1,1535553172
475,636,4212,3,1678862563
476,194,3286,3,1594271742
477,361,2390,2,1659023705
478,888,3118,5,1538233228
479,843,2244,4,1630257959
480,126,4491,3,1577242223
481,272,2110,2,1598891483
482,850,2231,3,1569107836
483,721,2001,1,1615323933
484,503,1297,5,1529356476
485,116,3861,5,1511535090
486,860,3733,5,1529952494
487,6,3204,3,1522013130
488,88,2903,5,1519578953
489,553,4161,1,1565627184
490,281,4297,3,1594010527
491,456,2221,1,1506373049
492,814,2320,1,1609248907
493,185,2413,5,1650178091
494,64,3127,4,1615278169
495,727,3458,3,1638024908
496,85,2347,4,1563309309
497,738,3951,5,1669019421
498,64,1943,2,1542325439
499,335,4020,4,1629931598
500,534,2543,3,1559044208
501,487,1259,4,1504924484
502,227,2921,1,1660076076
503,275,2422,4,1655817268
504,685,4590,3,1553784522
505,920,3706,3,1563195087
506,655,2709,3,1680086906
507,190,2543,3,1642308092
508,848,395,3,1532023885
509,84,721,5,1570176635
510,128,2076,1,1642024821
511,871,2196,3,1652075988
512,701,2572,1,1584081869
513,118,2502,2,1538198011
514,892,3535,2,1619174296
515,986,2915,4,1545314479
516,665,237,5,1614659888
517,634,3778,5,1604154712
518,756,230,3,1613206012
519,448,2121,5,1614708994
520,465,459,4,1616339051
521,331,4997,3,1605287625
522,550,1450,2,1582798777
523,891,2107,4,1583774846
524,846,2503,5,1543897890
525,309,1140,5,1682635848
526,261,1102,5,1502788478
527,157,2469,4,1571058009
528,897,1994,2,1621538798
529,84,3244,5,1527375108
530,921,1546,3,1554076200
531,645,4020,4,1639837965
532,732,1822,5,1514427863
533,45,2502,4,1544547788
534,61,2876,3,1518385432
535,789,2998,5,1500581660
536,86,1579,5,1521096304
537,570,3806,1,1693990857
538,485,686,5,1514431053
539,942,2857,5,1649294410
540,435,4752,3,1630419387
541,120,2220,5,1536782915
542,60,624,2,1667405162
543,671,1804,1,1570833674
544,330,3163,2,1525640141
545,141,985,5,1676684549
546,631,1785,5,1551330462
547,31,3915,3,1597771181
548,663,3964,3,1688701100
549,152,3007,3,1617185102
550,231,4141,1,1534680296
551,389,4365,1,1516887466
552,419,4685,5,1671535495
553,537,3534,1,1673128456
554,864,2260,2,1603067956
555,665,3233,4,1599072800
556,700,1361,5,1547177008
557,41,3714,1,1637814743
558,129,3712,2,1569881571
559,444,3855,3,1599691046
560,737,2098,2,1664550296
561,822,2452,1,1657034190
562,501,1535,2,1547260182
563,613,4356,1,1628952824
564,698,1442,2,1634076933
565,801,1413,5,1544242532
566,954,2556,1,1672217657
567,275,2370,1,1628807810
568,391,206,3,1512545453
569,383,2896,4,1540802359
570,189,1669,5,1595313778
571,544,2533,4,1627668505
572,997,3388,3,1508785375
573,566,2541,4,1692499593
574,743,3770,1,1597128904
575,459,2407,5,1674877170
576,404,3920,5,1521121174
577,460,4901,5,1677723372
578,620,3810,5,1606368058
579,24,2999,1,1639662979
580,36,1263,2,1548342442
581,915,4102,4,1670173935
582,505,2971,4,1591132245
583,947,3753,5,1534391309
584,653,4793,2,1613763308
585,206,767,2,1570659938
586,557,2611,5,1514632280
587,586,1698,2,1577488480
588,275,1779,2,1694351422
589,559,2771,4,1676193995
590,842,4737,5,1519825163
591,967,3386,5,1678731998
592,842,2309,4,1577930666
593,662,3274,3,1549819124
594,887,2219,1,1598404571
595,372,4223,1,1585100909
596,817,2827,3,1552439313
597,210,422,5,1622478107
598,206,1862,2,1517906321
599,86,125,3,1505428510
600,678,3658,4,1540167198
601,750,809,3,1634912458
602,655,1328,1,1608557353
603,121,3356,2,1603099001
604,630,3393,3,1639241655
605,204,2980,3,1560258541
606,967,2125,1,1525516827
607,181,2864,1,1513053457
608,149,2575,2,1597487088
609,458,2475,3,1510569859
610,916,36,3,1555818575
611,504,621,3,1594884956
612,162,2571,3,1662338867
613,426,3189,1,1690960629
614,689,4218,4,1517895231
615,25,1291,2,1591098640
616,146,550,2,1599243982
617,227,941,3,1668674614
618,164,3916,2,1576018121
619,753,4482,4,1560374239
620,441,3162,5,1646093383
621,393,593,3,1523271349
622,135,1855,3,1516233989
623,942,2520,3,1620102016
624,704,3518,1,1579834468
625,735,3620,2,1618599661
626,51,4457,4,1522425283
627,551,2564,3,1504425968
628,813,1043,1,1644503614
629,368,4123,5,1659326624
630,50,952,2,1568756249
631,36,440,3,1645606669
632,988,4574,4,1556026796
633,192,4801,4,1689976706
634,718,2109,3,1559391871
635,694,374,5,1511046913
636,376,2516,4,1681133826
637,120,389,3,1541908952
638,169,4302,1,1567283518
639,798,1229,3,1614472576
640,5,3971,3,1612932583
641,97,3343,5,1607408203
642,830,2419,1,1609248671
643,766,1351,1,1554659281
644,1,2747,2,1605239315
645,517,4945,4,1562026202
646,972,4123,2,1520975650
647,686,49,2,1547522824
648,381,3093,2,1527718569
649,476,2926,4,1606861506
650,671,2836,1,1657069569
651,265,403,4,1696000403
652,460,2227,3,1601893871
653,612,3986,1,1523086598
654,594,4973,4,1662485506
655,39,3504,2,1673104173
656,374,1477,2,1693028134
657,27,2645,2,1680435578
658,103,1484,1,1655286358
659,68,4219,5,1510342211
660,491,4092,3,1684338040
661,723,493,1,1527248226
662,978,3552,4,1598403108
663,609,1889,5,1524551143
664,40,4991,5,1620572065
665,395,2392,4,1535727871
666,635,2020,5,1689895642
667,150,3939,1,1557397230
668,747,4481,1,1621518232
669,772,953,3,1658701553
670,57,1691,2,1590328814
671,891,46,1,1582059224
672,926,3667,4,1694919600
673,739,82,1,1657845756
674,511,2454,2,1652322087
675,32,135,4,1666186397
676,404,3693,3,1641497112
677,950,3328,4,1638018804
678,682,2648,3,1686943633
679,738,3711,3,1629072200
680,500,1232,3,1663919341
681,523,4500,4,1671147782
682,872,1807,1,1591584832
683,781,1499,2,1644010222
684,284,2518,3,1653008776
685,310,1318,4,1605967334
686,672,1225,1,1536507045
687,33,1539,2,1556214178
688,254,63,1,1567134065
689,6,2264,2,1600402938
690,440,1192,3,1632049899
691,35,4,2,1681244710
692,755,4391,2,1697295402
693,930,2201,3,1606554509
694,258,612,3,1696166945
695,747,180,4,1591441600
696,876,4689,4,1672802228
697,722,2990,1,1687423838
698,291,3690,1,1612569703
699,320,3921,1,1525405762
700,516,4528,3,1566268366
701,979,1839,5,1533372436
702,987,123,5,1696106485
703,333,4768,3,1537757174
704,706,2900,2,1630771871
705,493,4315,5,1643827137
706,23,218,1,1540497476
707,79,4126,1,1542320938
708,346,907,4,1557028718
709,569,3342,5,1614990420
710,511,442,2,1696586613
711,429,4956,5,1539270927
712,252,4758,1,1673496217
713,269,1093,1,1577888152
714,332,4505,3,1509506051
715,864,1465,5,1504614703
716,75,201,4,1529734143
717,343,4914,4,1637695095
718,557,2392,4,1518966573
719,231,2327,2,1578701339
720,984,2473,1,1672478192
721,938,2750,3,1625572392
722,696,3085,3,1664129391
723,467,648,5,1670131335
724,111,3683,2,1628178070
725,925,2047,4,1651659448
726,833,689,2,1621352812
727,835,1338,3,1663095932
728,629,3029,1,1631236098
729,819,1447,5,1519891852
730,447,1299,2,1580082403
731,309,4335,5,1585529099
732,893,159,4,1593762453
733,840,2153,5,1510935898
734,887,1017,4,1629125849
735,922,914,2,1514328651
736,909,57,1,1601711440
737,413,849,3,1668737770
738,426,2336,5,1615577201
739,950,4563,5,1635241244
740,569,4546,4,1534113183
741,870,1719,3,1625385481
742,789,4745,5,1651331488
743,858,3652,1,1511550039
744,271,2388,3,1579767126
745,237,292,5,1688767755
746,801,3643,4,1518855130
747,952,2773,4,1698369722
748,256,1766,5,1571989919
749,2,1037,2,1685107892
750,84,3368,3,1684690098
751,244,262,4,1612475436
752,603,1479,2,1642411808
753,519,3048,4,1651792363
754,547,4891,3,1658705560
755,9,3418,4,1642092663
756,213,4591,1,1510480083
757,56,4726,3,1540027827
758,453,142,3,1652848388
759,180,1888,3,1506929156
760,933,1303,2,1605604963
761,352,1606,1,1682867643
762,167,4303,5,1548024557
763,673,435,2,1526486526
764,383,3426,1,1550266011
765,351,1674,3,1647846781
766,407,274,4,1556794894
767,606,787,4,1667188215
768,256,1541,4,1534634488
769,543,4925,2,1674607755
770,291,679,1,1516509166
771,780,1083,1,1640708804
772,503,1149,2,1617979458
773,535,649,4,1640465791
774,606,4981,5,1646535356
775,494,3808,5,1549733700
776,422,905,5,1517266928
777,710,2867,2,1590571618
778,520,3111,1,1517844545
779,232,3818,3,1618123257
780,483,1270,3,1539313601
781,652,2179,1,1582304536
782,266,2587,3,1519681247
783,693,826,5,1656850670
784,519,3585,5,1537873349
785,733,2354,2,1548523610
786,341,2375,1,1645254181
787,8,2579,5,1518606518
788,83,1555,5,1689520706
789,370,4372,1,1636869163
790,889,1564,4,1658100754
791,401,1952,2,1572494000
792,100,2148,3,1518309260
793,302,1580,5,1509771531
794,295,3497,5,1672891942
795,499,4695,5,1638933752
796,42,4752,4,1624974483
797,991,1329,2,1614630465
798,783,152,4,1539482136
799,151,2215,1,1676944221
800,584,298,4,1582669365
801,970,2858,2,1584300397
802,664,2580,3,1541703930
803,478,1677,4,1699826623
804,575,3757,1,1698854331
805,157,306,1,1627372401
806,177,1908,5,1560609179
807,550,246,4,1647676959
808,935,3179,5,1650657284
809,247,2556,2,1607916453
810,104,1994,5,1586480678
811,536,2179,5,1670688481
812,918,3141,3,1676391210
813,500,691,3,1583997183
814,56,3061,5,1542001145
815,795,3410,2,1608653734
816,405,3616,4,1689861411
817,437,727,3,1654323675
818,637,2893,1,1659224832
819,927,4853,5,1538606500
820,943,55,5,1515535951
821,567,164,5,1563317055
822,230,2220,1,1562534978
823,435,1429,1,1616108737
824,535,2307,2,1669073009
825,426,3244,4,1672821988
826,83,2276,5,1593554461
827,697,1738,4,1543137674
828,585,3715,3,1654867243
829,866,1068,4,1607232280
830,650,3801,2,1509384420
831,824,4529,3,1699436492
832,311,1736,3,1537867167
833,750,4360,1,1608301836
834,814,3408,1,1604072664
835,441,2810,4,1699892620
836,172,856,1,1542173237
837,223,181,2,1684494253
838,111,3477,5,1616258304
839,152,4247,4,1506121270
840,81,2534,4,1681467658
841,359,1207,2,1612812015
842,681,829,5,1589336839
843,530,3617,1,1565411907
844,107,4773,5,1587158556
845,681,1642,2,1650295964
846,693,653,5,1591927693
847,654,4546,5,1666870610
848,911,1360,1,1644063819
849,65,4505,3,1651805741
850,648,2671,1,1643349555
851,292,1967,2,1673585863
852,36,3839,4,1615369106
853,644,252,1,1647255849
854,980,3263,2,1694071329
855,666,619,4,1613889060
856,381,415,1,1550757294
857,526,3548,2,1651825081
858,285,3600,2,1616665331
859,333,327,1,1587726162
860,668,4818,2,1612774538
861,890,1629,5,1533988489
862,926,2078,1,1663541622
863,758,1113,4,1586792234
864,882,2808,4,1536738217
865,500,1762,1,1686557018
866,180,4956,3,1685285378
867,962,1300,3,1579941096
868,363,1210,5,1674930422
869,816,2086,5,1675354854
870,777,4801,4,1585392154
871,197,4320,1,1519922011
872,659,1414,3,1569881896
873,893,1319,3,1511806917
874,969,3305,3,1570201260
875,584,3905,4,1640876585
876,203,1167,5,1641851133
877,67,841,1,1657393811
878,816,4961,2,1504060158
879,541,247,5,1660163349
880,589,1916,2,1635422644
881,986,4841,1,1584025408
882,493,2475,3,1675741877
883,295,1464,5,1521435729
884,556,3281,3,1620127892
885,715,4103,4,1593277592
886,577,2907,5,1553514735
887,253,1459,4,1627025476
888,122,4738,3,1586331370
889,343,1682,2,1555683214
890,250,700,1,1584870566
891,332,2022,2,1636015254
892,855,572,5,1591635327
893,392,3415,3,1514134688
894,642,4311,2,1539629611
895,877,3,1,1585990813
896,594,4018,2,1583145413
897,649,1233,2,1548876708
898,60,749,1,1505666636
899,857,2892,4,1611732814
900,924,1288,3,1680938332
901,424,131,3,1527548234
902,77,3575,5,1637678330
903,301,1898,1,1664283850
904,886,2808,2,1652256607
905,927,3453,5,1575817242
906,567,737,4,1540307872
907,582,4000,3,1545094481
908,540,4456,1,1568277685
909,516,1509,4,1531739360
910,143,2601,1,1639612517
911,837,4722,4,1694848900
912,301,4059,2,1548103024
913,665,4451,5,1512823506
914,785,3824,4,1599304607
915,230,2223,3,1600135478
916,149,3665,5,1633216117
917,260,2777,1,1597255487
918,785,3534,5,1663555617
919,780,2690,1,1621981824
920,264,2997,5,1580880464
921,313,2051,3,1650329642
922,622,4557,5,1577928578
923,935,2480,2,1614307174
924,790,110,1,1695471897
925,599,1204,1,1516969436
926,176,426,3,1669461024
927,125,16,4,1688399235
928,785,4835,1,1698908306
929,450,1677,5,1544520798
930,678,649,5,1517666390
931,572,1257,4,1642426237
932,742,2393,5,1519996553
933,500,1494,2,1523976362
934,798,740,1,1567744578
935,896,4877,5,1618215389
936,53,1155,1,1510634297
937,519,1179,4,1615713259
938,534,324,1,1641796528
939,45,3141,2,1660398394
940,671,2706,4,1520094211
941,138,296,1,1578922260
942,122,3472,4,1525472624
943,957,3235,1,1572569601
944,817,4935,5,1590358551
945,808,4622,2,1655590971
946,711,3885,5,1687521198
947,459,1112,3,1591174508
948,49,823,5,1530115653
949,614,3083,5,1503143681
950,991,1579,3,1556429052
951,976,1906,3,1527171749
952,877,3172,4,1517132747
953,59,3510,3,1602973401
954,598,905,5,1531735774
955,335,3151,3,1671564956
956,254,2771,3,1629797362
957,846,1206,3,1679873382
958,561,1961,4,1650632090
959,185,2203,1,1526111754
960,445,771,4,1540153919
961,593,3645,1,1526776406
962,382,184,4,1641413818
963,159,4555,4,1599331430
964,700,4505,2,1612200610
965,487,3343,5,1584889116
966,725,2438,4,1660534636
967,925,1553,2,1648160881
968,724,830,1,1555467594
969,918,1167,3,1509811068
970,575,4139,4,1527108618
971,798,713,2,1606141275
972,676,1552,3,1587404182
973,892,1005,5,1532017773
974,980,4651,4,1577255413
975,416,4943,5,1625059054
976,545,1499,3,1556002221
977,764,3759,2,1523592358
978,577,1087,5,1577807109
979,976,3271,4,1517259814
980,87,2132,4,1509582511
981,894,4506,5,1656834091
982,471,1594,4,1688944285
983,148,746,1,1543298902
984,442,2832,2,1582808526
985,496,3457,2,1534390144
986,469,1151,4,1504933711
987,236,1357,4,1608139533
988,575,4971,4,1524379861
989,390,1007,1,1699377334
990,888,3540,5,1690430670
991,801,449,5,1663959499
992,670,1965,2,1642014744
993,464,774,1,1596462313
994,432,3578,4,1580419178
995,37,1932,2,1620290019
996,699,1607,5,1591761277
997,251,3069,1,1660887095
998,878,1210,5,1686610503
999,787,3939,2,1512840945
1000,840,797,5,1513397529
1001,563,3616,1,1510214846
1002,914,2860,3,1541686086
1003,230,1722,2,1557842713
1004,548,1932,2,1519888395
1005,178,2903,2,1556016324
1006,531,4237,3,1568963354
1007,131,107,5,1503627670
1008,208,4556,2,1536851287
1009,242,107,4,1633847998
1010,37,652,4,1683935702
